"","x","var","ncond","prob","method"
"351",3.77551020408163,"x2",1,1,"pol"
"352",3.77551020408163,"x2",1,1,"rad"
"353",3.87755102040816,"x1",1,0,"pol"
"354",3.87755102040816,"x1",1,NA,"rad"
"355",3.87755102040816,"x2",1,1,"pol"
"356",3.87755102040816,"x2",1,1,"rad"
"357",3.97959183673469,"x1",1,0,"pol"
"358",3.97959183673469,"x1",1,NA,"rad"
"359",3.97959183673469,"x2",1,1,"pol"
"360",3.97959183673469,"x2",1,1,"rad"
"361",4.08163265306122,"x1",1,0,"pol"
"362",4.08163265306122,"x1",1,NA,"rad"
"363",4.08163265306122,"x2",1,0.983,"pol"
"364",4.08163265306122,"x2",1,1,"rad"
"365",4.18367346938776,"x1",1,0,"pol"
"366",4.18367346938776,"x1",1,NA,"rad"
"367",4.18367346938776,"x2",1,0.9465,"pol"
"368",4.18367346938776,"x2",1,1,"rad"
"369",4.28571428571429,"x1",1,0,"pol"
"370",4.28571428571429,"x1",1,NA,"rad"
"371",4.28571428571429,"x2",1,0.9115,"pol"
"372",4.28571428571429,"x2",1,1,"rad"
"373",4.38775510204082,"x1",1,0,"pol"
"374",4.38775510204082,"x1",1,NA,"rad"
"375",4.38775510204082,"x2",1,0.8345,"pol"
"376",4.38775510204082,"x2",1,1,"rad"
"377",4.48979591836735,"x1",1,0,"pol"
"378",4.48979591836735,"x1",1,NA,"rad"
"379",4.48979591836735,"x2",1,0.735,"pol"
"380",4.48979591836735,"x2",1,1,"rad"
"381",4.59183673469388,"x1",1,0,"pol"
"382",4.59183673469388,"x1",1,NA,"rad"
"383",4.59183673469388,"x2",1,0.5565,"pol"
"384",4.59183673469388,"x2",1,0.8155,"rad"
"385",4.69387755102041,"x1",1,0,"pol"
"386",4.69387755102041,"x1",1,NA,"rad"
"387",4.69387755102041,"x2",1,0.254,"pol"
"388",4.69387755102041,"x2",1,0.694,"rad"
"389",4.79591836734694,"x1",1,0,"pol"
"390",4.79591836734694,"x1",1,NA,"rad"
"391",4.79591836734694,"x2",1,0,"pol"
"392",4.79591836734694,"x2",1,0.593,"rad"
"393",4.89795918367347,"x1",1,0,"pol"
"394",4.89795918367347,"x1",1,NA,"rad"
"395",4.89795918367347,"x2",1,0,"pol"
"396",4.89795918367347,"x2",1,0.4565,"rad"
"397",5,"x1",1,0,"pol"
"398",5,"x1",1,NA,"rad"
"399",5,"x2",1,0,"pol"
"400",5,"x2",1,0.2265,"rad"
